title,start_year,end_year,genre,plot_summary,rating,votes,run_time,gross,production_type,actors,director
Spartacus: Blood and Sand,2010,2013,"['Action', 'Adventure', 'Biography']","The life of Spartacus, the gladiator who lead a rebellion against the Romans. From his time as an ally of the Romans, to his betrayal and becoming a gladiator, to the rebellion he leads and its ultimate outcome.",8.5,228484,55,,Series,"['Andy Whitfield', 'Lucy Lawless', 'Manu Bennett', 'Daniel Feuerriegel']",
Hawaii Five-0,2010,2020,"['Action', 'Crime', 'Drama']",Steve McGarrett returns home to Oahu in order to find his father's killer; The Governor offers him the chance to run his own task force - Five-0.,7.3,68627,42,,Series,"[""Alex O'Loughlin"", 'Scott Caan', 'Taylor Wily', 'Daniel Dae Kim']",
Good Witch,2015,2021,"['Comedy', 'Drama', 'Fantasy']","""Good Witch"" will take viewers on a new magical journey with Cassie Nightingale and her daughter Grace. When Dr. Sam Radford moves in next door to Grey House with his son, they are charmed by the 'magical' mother-daughter duo.",7.3,8268,48,,Series,"['Catherine Bell', 'Catherine Disher', 'James Denton', 'Kylee Evans']",
The Sinner,2017,Ongoing,"['Crime', 'Drama', 'Mystery']",Anthology series that examines how and why ordinary people commit brutal crimes.,7.9,96901,45,,Series,"['Bill Pullman', 'Dohn Norwood', 'Adam LeFevre', 'Jessica Biel']",
Arrested Development,2003,2019,['Comedy'],"Level-headed son Michael Bluth takes over family affairs after his father is imprisoned. But the rest of his spoiled, dysfunctional family are making his job unbearable.",8.7,284373,22,,Series,"['Jason Bateman', 'Michael Cera', 'Portia de Rossi', 'Will Arnett']",
You,2018,Ongoing,"['Crime', 'Drama', 'Romance']","A dangerously charming, intensely obsessive young man goes to extreme measures to insert himself into the lives of those he is transfixed by.",7.7,157666,45,,Series,"['Penn Badgley', 'Victoria Pedretti', 'Ambyr Childers', 'Elizabeth Lail']",
Mindhunter,2017,2019,"['Crime', 'Drama', 'Thriller']","Set in the late 1970s, two FBI agents are tasked with interviewing serial killers to solve open cases.",8.6,235694,60,,Series,"['Jonathan Groff', 'Holt McCallany', 'Anna Torv', 'Hannah Gross']",
Avatar: The Last Airbender,2005,2008,"['Animation', 'Action', 'Adventure']","In a war-torn world of elemental magic, a young boy reawakens to undertake a dangerous mystic quest to fulfill his destiny as the Avatar, and bring peace to the world.",9.3,265845,23,,Series,"['Dee Bradley Baker', 'Zach Tyler', 'Mae Whitman', 'Jack De Sena']",
The Punisher,2017,2019,"['Action', 'Crime', 'Drama']","After the murder of his family, Marine veteran Frank Castle becomes the vigilante known as ""The Punisher,"" with only one goal in mind: to avenge them.",8.5,194777,53,,Series,"['Jon Bernthal', 'Amber Rose Revah', 'Ben Barnes', 'Jason R. Moore']",
Star Trek: Voyager,1995,2001,"['Action', 'Adventure', 'Sci-Fi']","Pulled to the far side of the galaxy, where the Federation is seventy-five years away at maximum warp speed, a Starfleet ship must cooperate with Maquis rebels to find a way home.",7.8,61917,44,,Series,"['Kate Mulgrew', 'Robert Beltran', 'Roxann Dawson', 'Robert Duncan McNeill']",
Narcos,2015,2017,"['Biography', 'Crime', 'Drama']","A chronicled look at the criminal exploits of Colombian drug lord Pablo Escobar, as well as the many other drug kingpins who plagued the country through the years.",8.8,375261,49,,Series,"['Pedro Pascal', 'Lizbeth Eden', 'Wagner Moura', 'Boyd Holbrook']",
Star Wars: The Clone Wars,2008,2020,"['Animation', 'Action', 'Adventure']",Jedi Knights lead the Grand Army of the Republic against the droid army of the Separatists.,8.3,71904,23,,Series,"['Tom Kane', 'Dee Bradley Baker', 'Matt Lanter', 'James Arnold Taylor']",
"Murder, She Wrote",1984,1996,"['Crime', 'Drama', 'Mystery']","Professional writer and amateur sleuth Jessica Fletcher uses her intellect, charm, and persistence to get to the bottom of every crime she encounters.",7.0,20330,50,,Series,"['Angela Lansbury', 'William Windom', 'Ron Masak', 'Louis Herthum']",
Blue Bloods,2010,Ongoing,"['Crime', 'Drama', 'Mystery']",Revolves around a family of New York cops.,7.6,34064,43,,Series,"['Donnie Wahlberg', 'Bridget Moynahan', 'Will Estes', 'Len Cariou']",
Heist,2021,Ongoing,"['Documentary', 'Crime', 'Mystery']",Millions in stolen cash. Missing luxury bourbon. Watch ordinary people almost get away with these extraordinary heists in this true crime series.,6.8,846,41,,Series,"['William Guirola', 'Megan Barlow', 'Scott Bender', 'Jonny Carlson']",
Black Summer,2019,Ongoing,"['Action', 'Drama', 'Horror']","In the dark, early days of a zombie apocalypse, complete strangers band together to find the strength they need to survive and get back to loved ones.",6.5,25453,40,,Series,"['Jaime King', 'Justin Chu Cary', 'Christine Lee', 'Zoe Marlett']",
Katla,2021,Ongoing,"['Drama', 'Mystery', 'Sci-Fi']","One year after the violent eruption of the subglacial volcano Katla, the peace and tranquility in the small town of Vik is dramatically disturbed.",7.1,8391,,,Series,"['Guðrún Ýr Eyfjörð', 'Íris Tanja Flygenring', 'Ingvar Sigurdsson', 'Aliette Opheim']",
House of Cards,2013,2018,['Drama'],A Congressman works with his equally conniving wife to exact revenge on the people who betrayed him.,8.7,476656,51,,Series,"['Kevin Spacey', 'Michel Gill', 'Robin Wright', 'Kate Mara']",
Miraculous: Tales of Ladybug & Cat Noir,2015,Ongoing,"['Animation', 'Action', 'Adventure']","Marinette and Adrien, two normal teens, transform into superheroes Ladybug and Cat Noir when an evil threatens their city.",7.7,8300,20,,Series,"['Cristina Valenzuela', 'Bryce Papenbrook', 'Keith Silverstein', 'Mela Lee']",
Demon Slayer: Kimetsu No Yaiba,2019,Ongoing,"['Animation', 'Action', 'Fantasy']","A family is attacked by demons and only two members survive - Tanjiro and his sister Nezuko, who is turning into a demon slowly. Tanjiro sets out to become a demon slayer to avenge his family and cure his sister.",8.7,46259,25,,Series,"['Natsuki Hanae', 'Zach Aguilar', 'Abby Trott', 'Akari Kitô']",
Jane the Virgin,2014,2019,['Comedy'],"A young, devout Catholic woman discovers that she was accidentally artificially inseminated.",7.8,41758,60,,Series,"['Gina Rodriguez', 'Andrea Navedo', 'Yael Grobglas', 'Justin Baldoni']",
The Good Wife,2009,2016,"['Crime', 'Drama', 'Mystery']","Alicia Florrick (Julianna Margulies) has been a good wife to her husband, a former state's attorney. After a very humiliating sex and corruption scandal, he is behind bars. She must now provide for her family and returns to work as a litigator in a law firm.",8.3,70021,43,,Series,"['Julianna Margulies', 'Chris Noth', 'Josh Charles', 'Matt Czuchry']",
The Good Place,2016,2020,"['Comedy', 'Drama', 'Fantasy']",Four people and their otherworldly frienemy struggle in the afterlife to define what it means to be good.,8.2,127417,22,,Series,"['Kristen Bell', 'William Jackson Harper', 'Jameela Jamil', ""D'Arcy Carden""]",
The Americans,2013,2018,"['Crime', 'Drama', 'Mystery']","At the height of the Cold War two Russian agents pose as your average American couple, complete with family.",8.4,88962,44,,Series,"['Keri Russell', 'Matthew Rhys', 'Keidrich Sellati', 'Holly Taylor']",
Glee,2009,2015,"['Comedy', 'Drama', 'Music']",A group of ambitious misfits try to escape the harsh realities of high school by joining a glee club headed by a passionate Spanish teacher.,6.7,139934,44,,Series,"['Lea Michele', 'Jane Lynch', 'Matthew Morrison', 'Cory Monteith']",
Castlevania,2017,2021,"['Animation', 'Action', 'Adventure']",A vampire hunter fights to save a besieged city from an army of otherworldly creatures controlled by Dracula.,8.3,51802,23,,Series,"['Richard Armitage', 'James Callis', 'Alejandra Reynoso', 'Theo James']",
Dawson's Creek,1998,2003,"['Drama', 'Romance']",Four friends in a small coastal town help each other cope with adolescence.,6.6,38117,60,,Series,"['James Van Der Beek', 'Katie Holmes', 'Michelle Williams', 'Joshua Jackson']",
Pretty Little Liars,2010,2017,"['Drama', 'Mystery', 'Romance']","Four friends band together against an anonymous foe who threatens to reveal their darkest secrets, while also investigating the disappearance of their best friend.",7.4,155875,44,,Series,"['Troian Bellisario', 'Ashley Benson', 'Lucy Hale', 'Shay Mitchell']",
Star Trek,1966,1969,"['Action', 'Adventure', 'Sci-Fi']","In the 23rd Century, Captain James T. Kirk and the crew of the U.S.S. Enterprise explore the galaxy and defend the United Federation of Planets.",8.3,76213,50,,Series,"['William Shatner', 'Leonard Nimoy', 'DeForest Kelley', 'Nichelle Nichols']",
Archer,2009,Ongoing,"['Animation', 'Action', 'Comedy']",Covert black ops and espionage take a back seat to zany personalities and relationships between secret agents and drones.,8.6,141784,22,,Series,"['H. Jon Benjamin', 'Judy Greer', 'Amber Nash', 'Chris Parnell']",
Twin Peaks,1990,1991,"['Crime', 'Drama', 'Mystery']",An idiosyncratic FBI agent investigates the murder of a young woman in the even more idiosyncratic town of Twin Peaks.,8.8,182173,47,,Series,"['Kyle MacLachlan', 'Michael Ontkean', 'Mädchen Amick', 'Dana Ashbrook']",
The Bold Type,2017,2021,"['Comedy', 'Drama']",A glimpse into the outrageous lives and loves of those responsible for a global women's magazine.,7.9,16183,45,,Series,"['Katie Stevens', 'Aisha Dee', 'Meghann Fahy', 'Melora Hardin']",
"Love, Death & Robots",2019,Ongoing,"['Animation', 'Short', 'Comedy']","A collection of animated short stories that span various genres including science fiction, fantasy, horror and comedy.",8.5,120364,15,,Series,"['Scott Whyte', 'Nolan North', 'Steven Pacey', ""Emily O'Brien""]",
Ray Donovan,2013,2020,"['Crime', 'Drama']","Ray Donovan, a professional ""fixer"" for the rich and famous in Los Angeles, can make anyone's problems disappear except those created by his own family.",8.3,79618,60,,Series,"['Liev Schreiber', 'Eddie Marsan', 'Dash Mihok', 'Pooch Hall']",
Transformers: War for Cybertron,2020,2021,"['Animation', 'Action', 'Adventure']",Animated series set in the world of battling Autobots and Decepticons.,7.4,2923,30,,Series,"['Jason Marnocha', 'Frank Todaro', 'Jake Foushee', 'Bill Rogers']",
Trollhunters,2016,2018,"['Animation', 'Action', 'Adventure']","An ordinary boy finds a magic amulet that chooses him to be a Trollhunter, a guardian that defends the world of humans and the secret world of trolls.",8.4,14759,23,,Series,"['Charlie Saxton', 'Lexi Medrano', 'Anton Yelchin', 'Kelsey Grammer']",
Snowpiercer,2020,Ongoing,"['Action', 'Drama', 'Sci-Fi']","Seven years after the world has become a frozen wasteland, the remnants of humanity inhabit a perpetually-moving train that circles the globe, where class warfare, social injustice and the politics of survival play out.",6.9,39433,60,,Series,"['Daveed Diggs', 'Iddo Goldberg', 'Mickey Sumner', 'Alison Wright']",
Workin' Moms,2017,Ongoing,['Comedy'],"Four very different thirtysomething working-mother friends try to balance their jobs, family lives, and love lives in modern-day Toronto, Canada.",7.7,12896,30,,Series,"['Catherine Reitman', 'Dani Kind', 'Juno Rinaldi', 'Philip Sternberg']",
Broadchurch,2013,2017,"['Crime', 'Drama', 'Mystery']","The murder of a young boy in a small coastal town brings a media frenzy, which threatens to tear the community apart.",8.4,100611,48,,Series,"['David Tennant', 'Olivia Colman', 'Jodie Whittaker', 'Andrew Buchan']",
L.A.'s Finest,2019,2020,"['Action', 'Comedy', 'Crime']","The spinoff series of Bad Boys films focuses on drug enforcement agent Sydney Burnett, now working for the Los Angeles Police Department.",6.0,5667,60,,Series,"['Jessica Alba', 'Gabrielle Union', 'Duane Martin', 'Zach Gilford']",
Iron Fist,2017,2018,"['Action', 'Adventure', 'Crime']",A young man is bestowed with incredible martial arts skills and a mystical force known as the Iron Fist.,6.5,118859,55,,Series,"['Finn Jones', 'Jessica Henwick', 'Jessica Stroup', 'Tom Pelphrey']",
Too Hot to Handle,2020,Ongoing,"['Game-Show', 'Reality-TV', 'Romance']","On the shores of paradise, gorgeous singles meet and mingle. But there's a twist. To win a $100,000 grand prize, they'll have to give up sex.",4.6,10008,40,,Series,"['Desiree Burch', 'Marvin Anthony', 'Chase de Moor', 'Cam Holmes']",
Hannibal,2013,2015,"['Crime', 'Drama', 'Horror']",Explores the early relationship between renowned psychiatrist Hannibal Lecter and a young FBI criminal profiler who is haunted by his ability to empathize with serial killers.,8.5,236161,44,,Series,"['Hugh Dancy', 'Mads Mikkelsen', 'Caroline Dhavernas', 'Laurence Fishburne']",
Longmire,2012,2017,"['Action', 'Crime', 'Drama']","Walt Longmire is the dedicated and unflappable sheriff of Absaroka County, Wyoming. Widowed only a year, he is a man in psychic repair but buries his pain behind his brave face, unassuming grin and dry wit.",8.3,30685,60,,Series,"['Robert Taylor', 'Katee Sackhoff', 'Lou Diamond Phillips', 'Cassidy Freeman']",
The Fall,2013,2016,"['Crime', 'Drama', 'Thriller']",A seemingly cold but very passionate policewoman goes head to head with a seemingly passionate father who is in fact a cold serial killer in this procedural out of Belfast. The only thing they share is their common complexity.,8.1,89590,60,,Series,"['Gillian Anderson', 'Jamie Dornan', 'John Lynch', 'Aisling Franciosi']",
Jujutsu Kaisen,2020,Ongoing,"['Animation', 'Action', 'Adventure']",A boy swallows a cursed talisman - the finger of a demon - and becomes cursed himself. He enters a shaman's school to be able to locate the demon's other body parts and thus exorcise himself.,8.7,25386,24,,Series,"['Junya Enoki', 'Adam McArthur', 'Yûichi Nakamura', 'Yuma Uchida']",
Dynasty,2017,Ongoing,['Drama'],Follows two of America's wealthiest families as they feud for control over their fortune and their children.,7.3,16666,42,,Series,"['Elizabeth Gillies', 'Rafael de la Fuente', 'Robert Christopher Riley', 'Sam Adegoke']",
NCIS: Los Angeles,2009,Ongoing,"['Action', 'Crime', 'Drama']","The Naval Criminal Investigation Service's Office of Special Projects takes on the undercover work and the hard to crack cases in LA. Key agents are G. Callen and Sam Hanna, streets kids risen through the ranks.",6.7,49943,43,,Series,"[""Chris O'Donnell"", 'Daniela Ruah', 'Barrett Foa', 'LL Cool J']",
The Movies That Made Us,2019,Ongoing,['Documentary'],The histories of classic popular movies are examined.,7.8,3653,45,,Series,"['Donald Ian Black', 'Danny Wallace', 'Jennifer Julian', 'Frank Price']",
Ragnarok,2020,Ongoing,"['Action', 'Drama', 'Fantasy']",A small Norwegian town experiencing warm winters and violent downpours seems to be headed for another Ragnarok -- unless someone intervenes in time.,7.5,31200,45,,Series,"['David Stakston', 'Jonas Strand Gravli', 'Herman Tømmeraas', 'Theresa Frostad Eggesbø']",
Ginny & Georgia,2021,Ongoing,"['Comedy', 'Drama']","Ginny Miller, an angsty fifteen-year-old, often feels more mature than her thirty-year-old mother, the irresistible and dynamic Georgia Miller.",7.5,35247,,,Series,"['Brianne Howey', 'Antonia Gentry', 'Diesel La Torraca', 'Jennifer Robertson']",
Designated Survivor,2016,2019,"['Action', 'Drama', 'Mystery']",A low-level Cabinet member becomes President of the United States after a catastrophic attack kills everyone above him in the line of succession.,7.5,81326,60,,Series,"['Kiefer Sutherland', 'Adan Canto', 'Italia Ricci', 'Kal Penn']",
