show,year,summary,rating,votes,run_time,actors,director
Dive Club,2021,"With the town of Cape Mercy believing Lauren is dead following the discovery of her sailing jacket, a memorial is held in her honour.",,,,"Miah Madden, Georgia-May Davis, Sana'a Shaik, Aubri Ibrag",Hayley MacFarlane
Dive Club,2021,Dive Club and Leonid dive the dangerous Russian shipwreck causing dire consequences.,,,,"Miah Madden, Georgia-May Davis, Sana'a Shaik, Aubri Ibrag",Christine Luby
Dive Club,2021,"Dive Club learns the significance of Hayden's coin, which takes them on another wreck dive.",,,,"Miah Madden, Georgia-May Davis, Sana'a Shaik, Aubri Ibrag",Christine Luby
Dive Club,2021,Viktorya shares a family secret with Anna. Hayden tells Henry he's found a way to pay off his debts. Izzie steps up her relationship with Henry and Maddie finds a painting that changes everything.,,,,"Miah Madden, Georgia-May Davis, Sana'a Shaik, Aubri Ibrag",Rhiannon Bannenberg
Dive Club,2021,"The Salvation Day celebrations begin, and the town is in good spirits. All that changes when a SOS flashes out from the lighthouse. Is it Lauren?",,,,"Miah Madden, Georgia-May Davis, Sana'a Shaik, Aubri Ibrag",Rhiannon Bannenberg
Dive Club,2021,The truth is pieced together as one of the girls is forced to choose between friends and family.,,,,"Miah Madden, Georgia-May Davis, Sana'a Shaik, Aubri Ibrag",Rhiannon Bannenberg
Dota: Dragon's Blood,2021,There's no rest for the righteous: Dragon Knight Davion makes an ominous discovery and meets a princess with a plan. A fiery fight burns its hero.,8.2,648,28,"Yuri Lowenthal, Lara Pulver, Tony Todd, Josh Keaton","Yu-Won Pang, So Young Park"
Dota: Dragon's Blood,2021,"Disoriented from the previous nights happenings, Davion is aided by Mirana and Marci who are on a quest of their own.",8.5,582,26,"Yuri Lowenthal, Lara Pulver, Tony Todd, Freya Tingley","Yu-Won Pang, Eui Jeong Kim"
Dota: Dragon's Blood,2021,"Confused about his newfound abilities, Davion accompanies Mirana and Marci on their journey to a wise sage. Mirana becomes separated from the group and witnesses a strange phenomenon.",8.3,541,26,"Yuri Lowenthal, Lara Pulver, Troy Baker, Freya Tingley","Yu-Won Pang, So Young Park"
Dota: Dragon's Blood,2021,"Davion finds himself in the presence of his idol but becomes increasingly uncomfortable. Invoker converses with a goddess, stirring her anger against the unbelievers.",8.4,536,27,"Yuri Lowenthal, Lara Pulver, Troy Baker, Tony Todd","Yu-Won Pang, Eui Jeong Kim"
Dota: Dragon's Blood,2021,"Miranda and Marci arrive at the Mage's Valley but must evade the powerful dragon Slyrak, whilst Davion finds himself in a meeting with the great elemental dragons.",8.4,517,25,"Yuri Lowenthal, Lara Pulver, Troy Baker, Tony Todd","Yu-Won Pang, So Young Park"
Dota: Dragon's Blood,2021,"After the goddess declared war on the unbelievers, she begins forcing them to accept her as their deity. Our heroes reach the Mage known as Invoker who informs them of the massacres close-by and provides a solution.",8.6,516,26,"Yuri Lowenthal, Lara Pulver, Troy Baker, Freya Tingley","Yu-Won Pang, Eui Jeong Kim"
Dota: Dragon's Blood,2021,Davion is haunted by Invoker's assessment of his abilities but must maintain his composure to defend against a nest of dragons. Invoker reflects on his past full of moments of injustice and grief.,8.7,541,26,"Yuri Lowenthal, Lara Pulver, Troy Baker, Freya Tingley","Yu-Won Pang, So Young Park"
Dota: Dragon's Blood,2021,"Davion is being tracked by a group of Dragon Knights. Our heroes enact the Mage's plan for peace, but unpredictable events unfold when Invoker releases a horrifying threat on the goddess.",8.8,620,26,"Yuri Lowenthal, Lara Pulver, Troy Baker, Tony Todd","Yu-Won Pang, Eui Jeong Kim"
Dota: Dragon's Blood,2021,,,,,,
Dynasty,2017,Michael and Blake face off; Fallon copes with Liam's accident; Cristal and Dominique make power moves.,7.8,212,42,"Elizabeth Gillies, Daniella Alonso, Rafael de la Fuente, Sam Underwood",Melanie Mayron
Dynasty,2017,Fallon and Blake deal with the consequences of their actions; Sam gets a visit from an unexpected guest.,7.9,205,42,"Elizabeth Gillies, Daniella Alonso, Rafael de la Fuente, Sam Underwood",Jeffrey W. Byrd
Dynasty,2017,Adam attempts to sabotage Blake and Cristal's plans; Dominique tries to reconcile with Jeff.,7.2,274,42,"Elizabeth Gillies, Daniella Alonso, Rafael de la Fuente, Sam Underwood",Kenny Leon
Dynasty,2017,Adam receives unexpected attention from Blake; Fallon turns her attention to her former business.,7.8,193,42,"Elizabeth Gillies, Daniella Alonso, Rafael de la Fuente, Sam Underwood",Brandi Bradburn
Dynasty,2017,Dominique presents Fallon with a business proposition; Blake and Cristal focus on the trial.,8.0,196,42,"Elizabeth Gillies, Daniella Alonso, Rafael de la Fuente, Sam Underwood",Matt Earl Beesley
Dynasty,2017,Blake celebrates what could be his last Thanksgiving; Fallon focuses on her new project.,8.0,193,42,"Elizabeth Gillies, Daniella Alonso, Rafael de la Fuente, Sam Underwood",Geoffrey Wing Shotz
Dynasty,2017,"Blake's trial begins, and every Carrington and family associate gets pulled into the fray.",8.5,209,42,"Elizabeth Gillies, Daniella Alonso, Elaine Hendrix, Rafael de la Fuente",Melanie Mayron
Dynasty,2017,Blake's trial continues as Alexis shocks the jury with her testimony; Fallon returns to the courthouse to find her mother has returned.,8.2,197,42,"Elizabeth Gillies, Daniella Alonso, Elaine Hendrix, Rafael de la Fuente",Jeffrey W. Byrd
Dynasty,2017,Anders seeks help finding Kirby; Cristal and Alexis have a historically epic encounter.,8.2,197,42,"Elizabeth Gillies, Daniella Alonso, Elaine Hendrix, Rafael de la Fuente",Pascal Verschooris
Dynasty,2017,"With Alexis back, Blake works to reestablish himself; Fallon decides to expand her empire.",7.8,187,42,"Elizabeth Gillies, Daniella Alonso, Elaine Hendrix, Rafael de la Fuente",Brandi Bradburn
Dynasty,2017,Fallon's searches for her new abode; Dominique entwines herself in a few questionable situations.,8.0,166,42,"Elizabeth Gillies, Daniella Alonso, Elaine Hendrix, Rafael de la Fuente",Matt Earl Beesley
Dynasty,2017,Blake and Cristal contend with Dominique; Fallon plans a special gesture for Liam.,7.6,194,42,"Elizabeth Gillies, Daniella Alonso, Elaine Hendrix, Rafael de la Fuente",Heather Tom
Dynasty,2017,Blake and Alexis vie for Fallon and Adam's loyalty; Cristal resorts to drastic measures to carry out her plans.,8.2,173,42,"Elizabeth Gillies, Daniella Alonso, Elaine Hendrix, Rafael de la Fuente",Brandi Bradburn
Dynasty,2017,Fallon keeps an eye on Connor while Liam follows a lead on Heidi; Dominique and Vanessa put the wheels in motion for a reality show.,7.8,169,41,"Elizabeth Gillies, Daniella Alonso, Elaine Hendrix, Rafael de la Fuente",Andi Behring
Dynasty,2017,Fallon and Liam work to keep Connor close by; Alexis recruits Adam to help with Jeff's illness.,8.0,166,42,"Elizabeth Gillies, Daniella Alonso, Elaine Hendrix, Rafael de la Fuente",Michael A. Allowitz
Dynasty,2017,Fallon's world turns upside down when she becomes the internet's new queen of mean; Dominque's new project has Culhane questioning Vanessa's true intentions.,7.9,163,42,"Elizabeth Gillies, Daniella Alonso, Elaine Hendrix, Rafael de la Fuente",Pascal Verschooris
Dynasty,2017,Cristal's big charity event approaches; Fallon searches out the perfect wedding gift for Liam.,7.6,166,42,"Elizabeth Gillies, Daniella Alonso, Elaine Hendrix, Rafael de la Fuente",Elodie Keene
Dynasty,2017,Adam and Liam rush to the aid of Blake and Anders; Fallon and Alexis face legal repercussions.,7.6,178,42,"Elizabeth Gillies, Daniella Alonso, Elaine Hendrix, Rafael de la Fuente",Jeffrey W. Byrd
Dynasty,2017,It's time for Fallon's surprise Bachelorette Party and things go exactly as one would expect.,8.0,194,42,"Elizabeth Gillies, Daniella Alonso, Elaine Hendrix, Rafael de la Fuente",Gina Lamar
Eden,2021,"A millennium after humans vanished from Earth, two farming robots find a little human girl and start to take care of her, at great risk to themselves.",7.0,61,25,"Marika Kôno, Kentarô Itô, Kyôko Hikami, Tarusuke Shingaki",Yasuhiro Irie
Emily in Paris,2020,,,,,"Lily Collins, Kate Walsh, Lucas Bravo, Lucien Laviscount",
Entertainment Tonight Canada,2005,"Actress Carrie-Ann Moss talks about the latest season of the digital series ""Jessica Jones"" and singer-songwriter Dido talks about her latest album.",,,,"Roz Weston, Carlos Bustamante, Keshia Chante, Zach Barack",
Entertainment Tonight Canada,2005,,,,,"Carlos Bustamante, Cheryl Hickey, Sangita Patel, Sam Hargrave",
Entertainment Tonight Canada,2005,Author Sarah Richardson; Singer Lennon Stella; singer Vanessa Carlton. Episode #3788,,,,"Carlos Bustamante, Cheryl Hickey, Sangita Patel, Roz Weston",
Equinox,2020,A chilling phone call during Astrid's radio show stirs up memories about her sister's disappearance and spurs her to investigate what really happened.,6.9,267,46,"Danica Curcic, Lars Brygmann, Karoline Hamm, Hanne Hedelund",Søren Balle
Equinox,2020,Astrid returns to her childhood home to look for clues. Ida's relationship with Jakob unfolds and his fascination with a mysterious book takes root.,6.9,232,46,"Danica Curcic, Lars Brygmann, Karoline Hamm, Hanne Hedelund",Søren Balle
Equinox,2020,"Jakob leads Ida, Amelia and Falke to the island for the equinox. After learning more about the strange symbol, Astrid questions a former teacher.",6.9,218,52,"Danica Curcic, Lars Brygmann, Karoline Hamm, Hanne Hedelund",Søren Balle
Equinox,2020,"The pieces begin to fall into place for Astrid with help from Ida's old friend, but the visions that plagued her as a child shake her hold on reality.",7.0,208,43,"Danica Curcic, Lars Brygmann, Karoline Hamm, Hanne Hedelund",Søren Balle
Equinox,2020,"A return address yields more clues, but Astrid's relentless search for answers causes concern. Ida feels lost and alone after the events on the island.",6.9,204,41,"Danica Curcic, Karoline Hamm, Lars Brygmann, Viola Martinsen",Mads Matthiesen
Equinox,2020,"Astrid confronts her mother as she closes in on the truth. Anger, accusations and revelations mar Ida's long-awaited graduation day.",6.2,230,42,"Danica Curcic, Karoline Hamm, Lars Brygmann, Hanne Hedelund",Mads Matthiesen
Exatlon Challenge,2020,"In Santo Domingo, Dominican Republic, the contestants face off in a heated challenge. The losing team must drink an extremely spicy sauce.",4.4,21,,"Dilan Ay, Dilara Aydin, Uras Benlioglu, Öykü Berkan",Mustafa Kazan
Exatlon Challenge,2020,"Baris and Dilara battle Furkan and Yagmur in the final round, and the losers contend with the crabby consequences.",4.7,16,,"Dilan Ay, Dilara Aydin, Uras Benlioglu, Öykü Berkan",Mustafa Kazan
Exatlon Challenge,2020,The contestants swap teams. Will the White Team break their losing streak - or face another unsavory penalty?,4.3,16,,"Dilan Ay, Dilara Aydin, Uras Benlioglu, Öykü Berkan",Mustafa Kazan
Exatlon Challenge,2020,"After a muddy obstacle course, the Black Team grapple with low morale, and Walter makes a stomach-churning concoction.",4.8,16,,"Dilan Ay, Dilara Aydin, Uras Benlioglu, Öykü Berkan",Mustafa Kazan
Exatlon Challenge,2020,"The two teams race to the finish line in another challenge. Later, one team will have to eat bananas from a pile of cockroaches.",5.4,21,,"Dilan Ay, Dilara Aydin, Uras Benlioglu, Öykü Berkan",Mustafa Kazan
Exatlon Challenge,2020,The contestants compete in Exaball and face their most grueling penalty yet: drinking juice from a box of spiders.,4.1,16,,"Dilan Ay, Dilara Aydin, Uras Benlioglu, Öykü Berkan",Mustafa Kazan
Exatlon Challenge,2020,"Hayrettin returns to Team Black, Dilara becomes Team White's leader, and a worm-eating challenge looms.",4.2,14,,"Dilan Ay, Dilara Aydin, Uras Benlioglu, Öykü Berkan",Mustafa Kazan
Exatlon Challenge,2020,"After a heart-thumping course, one group must take on pythons. The Black Team discuss their performance with Oguzhan Ugur.",4.7,15,,"Dilan Ay, Dilara Aydin, Uras Benlioglu, Öykü Berkan",Mustafa Kazan
Exatlon Challenge,2020,Öykü and Dilara struggle during a parkour on the water and cause a rift among the contestants. Walter brings in a tank of jumpy toads.,5.2,16,,"Dilan Ay, Dilara Aydin, Uras Benlioglu, Öykü Berkan",Mustafa Kazan
Exatlon Challenge,2020,"The contenders test their aim on a new course, and Aleyna makes a magnanimous move. Then the losers dip their heads into a tank full of raw eggs.",4.8,14,,"Dilan Ay, Dilara Aydin, Uras Benlioglu, Öykü Berkan",Mustafa Kazan
Exatlon Challenge,2020,"Two players switch teams. A heated race pits Furkan against Uras. Team Black enjoys the villa, and a surprise awaits.",4.3,13,,"Dilan Ay, Dilara Aydin, Uras Benlioglu, Öykü Berkan",Mustafa Kazan
Exatlon Challenge,2020,The competitors endure a long and difficult race. Oguzhan asks Öykü about her conversation with Yagmur. Dilara loses patience with her teammates.,4.7,14,,"Dilan Ay, Dilara Aydin, Uras Benlioglu, Öykü Berkan",Mustafa Kazan
Exatlon Challenge,2020,The contenders spin a wheel to determine their respective punishments. Who will have luck on their side?,4.8,14,,"Dilan Ay, Dilara Aydin, Uras Benlioglu, Öykü Berkan",Mustafa Kazan
Exatlon Challenge,2020,"In a final elimination challenge, the contestants vie for a champion cup and a cash prize in a series of demanding courses.",5.8,16,,"Dilan Ay, Dilara Aydin, Uras Benlioglu, Öykü Berkan",Mustafa Kazan
Exatlon Challenge,2020,Orkun declares a rematch in the last competition between the teams. The losing group has to serve dinner to the winners at the villa.,4.5,14,,"Dilan Ay, Dilara Aydin, Uras Benlioglu, Öykü Berkan",Mustafa Kazan
Explained,2018,"Explained looks at the recent growth in the number of billionaires in the world. With much of the world's wealth in the hands of so few people, what impact does that have on society? It ...",8.2,307,,"Maggie Siff, Mark Cuban, Luisa Kroll, Bernie Sanders",
Explained,2018,Explained looks at animal intelligence and examines what goes on in the animal mind and what that says about human intelligence. It looks at early efforts to teach animals sign language and...,8.2,286,,"Hilary Swank, Frans de Waal, Laurie Santos, Peter Godfrey-Smith",
Explained,2018,Explained looks at the growth of athleisure fashion. It examines how casual dressing became the norm throughout the world. It began with the development of leisure time which encourage ...,7.2,237,,"Aya Cash, Kate Hudson, Chip Wilson, Valerie Steele",
Explained,2018,Explained looks at how computer code now controls how we live. It looks at how computer code is pervasive in how it effects our lives. It looks at the development of machine code first in ...,7.7,271,,"Karlie Kloss, Zeynep Tüfekçi, Alan Kay, Tim Wu",
Explained,2018,"In pop culture, pirates are often depicted as booty-looting rogues, but their history is far more complicated. See how they became enemies of humanity.",7.3,231,,"Natasha Lyonne, Lauren Benton, Justin Dunnavant, Peter Leeson",
Explained,2018,"If you're not worried about a looming global pandemic, you probably should be. Are we prepared for an outbreak? Bill Gates and other experts weigh in.",8.6,420,,"J.K. Simmons, Bill Gates, Joel Montgomery, Peter Daszak",
Explained,2018,"The planet's current rate of meat consumption is unprecedented -- and becoming unsustainable. In the future, will meat alternatives be the answer?",8.2,267,,"Vincent Kartheiser, Paul Rozin, Isha Datar, Melanie Joy",
Explained,2018,"Beauty may be in the eye of the beholder, but what exactly makes things such as art and architecture aesthetically pleasing, and why do we like looking?",7.3,228,,"John Waters, Steve Price, Anjan Chatterjee, Richard Prum",
Explained,2018,Explained looks at diamonds and how they have come to mean everything from a status symbol to a sparkling sign of everlasting love. Why do diamonds have the meaning that they do? Why are ...,7.5,242,,"Cleo Constantine Abram, Karen Smit, Paul Zimnisky, Rebecca Foerster",
F Is for Family,2015,Frank tries his best to improve his skills as a father while Kevin is encouraged to do better in school and Vic celebrates turning 30.,7.8,337,28,"Bill Burr, Laura Dern, Justin Long, Debi Derryberry","Sylvain Lavoie, Rich Wilkie"
F Is for Family,2015,Frank struggles to make good on his promises to Bill and Maureen. Vic gets a rude surprise on his first day back at the radio station.,7.8,318,28,"Bill Burr, Laura Dern, Justin Long, Debi Derryberry","Sylvain Lavoie, Rich Wilkie"
F Is for Family,2015,"A lunch date sends Sue even deeper into a funk, Bill discovers a different side of his grandfather, and a desperate Vic offers to record Kevin's band.",8.1,322,29,"Bill Burr, Laura Dern, Justin Long, Debi Derryberry","Sylvain Lavoie, Rich Wilkie"
F Is for Family,2015,"While Frank and his dad tend to an emergency at the airport, Sue spends a maddening night at the hospital, and Bill takes a beating in the hockey rink.",7.7,308,28,"Bill Burr, Laura Dern, Justin Long, Debi Derryberry","Sylvain Lavoie, Rich Wilkie"
F Is for Family,2015,"Frank's pledge to be a better father and husband by one calamity after the next, leading to an epic meltdown at Lamaze class.",8.2,314,28,"Bill Burr, Laura Dern, Justin Long, Debi Derryberry","Sylvain Lavoie, Rich Wilkie"
F Is for Family,2015,"Eager to make his mark as an alderman, Rosie heads to City Hall - only to find out the crooked mayor has his own plans for the Twelfth Ward.",7.6,375,27,"Bill Burr, Laura Dern, Justin Long, Debi Derryberry","Sylvain Lavoie, Rich Wilkie"
